sec,name,line,banner,stmt_preview
12,topology_eq_sym,7027,LATEX VERSION: Equality of topologies is symmetric.,"Theorem topology_eq_sym : forall X T1 T2:set, topology_eq X T1 T2 -> topology_eq X T2 T1. let X T1 T2. assume H. claim Hpair: topology_on X T1 /\ topology_on X T2. { exact (andEL (topology_on X T1 /\ topology_on X T2) (T1 = T2) H). } claim "
12,topology_eq_trans,7046,LATEX VERSION: Equality of topologies is transitive.,"Theorem topology_eq_trans : forall X T1 T2 T3:set, topology_eq X T1 T2 -> topology_eq X T2 T3 -> topology_eq X T1 T3. let X T1 T2 T3. assume H12 H23. claim H12pair: topology_on X T1 /\ topology_on X T2. { exact (andEL (topology_on X T1 /\ t"
12,topology_eq_refl,7072,LATEX VERSION: Any topology equals itself (with the requisite topology_on hypotheses).,"Theorem topology_eq_refl : forall X T:set, topology_on X T -> topology_eq X T T. let X T. assume HT. prove topology_on X T /\ topology_on X T /\ T = T. apply and3I. - exact HT. - exact HT. - reflexivity. Qed. "
12,strictly_finer_than_topology_topology1,7104,"helper: unpack strict fineness, topology_on on left","Theorem strictly_finer_than_topology_topology1 : forall X T' T:set, strictly_finer_than_topology X T' T -> topology_on X T'. let X T' T. assume H: strictly_finer_than_topology X T' T. claim Hcore: topology_on X T' /\ topology_on X T. { exac"
12,strictly_finer_than_topology_topology2,7116,"helper: unpack strict fineness, topology_on on right","Theorem strictly_finer_than_topology_topology2 : forall X T' T:set, strictly_finer_than_topology X T' T -> topology_on X T. let X T' T. assume H: strictly_finer_than_topology X T' T. claim Hcore: topology_on X T' /\ topology_on X T. { exact"
12,strictly_finer_than_topology_strict,7128,helper: unpack strict fineness predicate,"Theorem strictly_finer_than_topology_strict : forall X T' T:set, strictly_finer_than_topology X T' T -> strictly_finer_than T' T. let X T' T. assume H: strictly_finer_than_topology X T' T. exact (andER (topology_on X T' /\ topology_on X T) "
12,strictly_coarser_than_topology_strict,7138,helper: unpack strict coarseness predicate,"Theorem strictly_coarser_than_topology_strict : forall X T' T:set, strictly_coarser_than_topology X T' T -> strictly_coarser_than T' T. let X T' T. assume H: strictly_coarser_than_topology X T' T. exact (andER (topology_on X T' /\ topology_"
12,discrete_topology_finest,7171,LATEX VERSION: The discrete topology on X is finer than any other topology on X.,"Theorem discrete_topology_finest : forall X T:set, topology_on X T -> finer_than (discrete_topology X) T. let X T. assume HT. exact (topology_sub_Power X T HT). Qed. "
12,indiscrete_topology_coarsest,7179,LATEX VERSION: The indiscrete topology on X is coarser than any other topology on X.,"Theorem indiscrete_topology_coarsest : forall X T:set, topology_on X T -> coarser_than (indiscrete_topology X) T. let X T. assume HT. claim Hempty : Empty :e T. { exact (topology_has_empty X T HT). } claim HX : X :e T. { exact (topology_has"
12,finite_complement_topology_open_criterion,7216,"LATEX VERSION: In the finite complement topology, an open set U satisfies that X\\U is finite or U=∅.","Theorem finite_complement_topology_open_criterion : forall X U:set, open_in X (finite_complement_topology X) U -> finite (X :\: U) \/ U = Empty. let X U. assume Hopen. claim HUin : U :e finite_complement_topology X. { exact (andER (topology"
12,countable_complement_topology_open_iff,7255,"LATEX VERSION: In the countable complement topology, an open set U has X\\U countable or U=∅.","Theorem countable_complement_topology_open_iff : forall X U:set, open_in X (countable_complement_topology X) U -> countable (X :\: U) \/ U = Empty. let X U. assume Hopen. claim HUin : U :e countable_complement_topology X. { exact (andER (to"
12,countable_complement_topology_contains_empty,7266,LATEX VERSION: ∅ is open in the countable complement topology.,"Theorem countable_complement_topology_contains_empty : forall X:set, Empty :e countable_complement_topology X. let X. exact (SepI (Power X) (fun U0 : set => countable (X :\: U0) \/ U0 = Empty) Empty (Empty_In_Power X) (orIR (countable (X :\"
12,countable_complement_topology_contains_full,7274,LATEX VERSION: X is open in the countable complement topology.,"Theorem countable_complement_topology_contains_full : forall X:set, X :e countable_complement_topology X. let X. claim Hdiff_empty : X :\: X = Empty. { apply Empty_Subq_eq. let x. assume Hx. claim HxX : x :e X. { exact (setminusE1 X X x Hx)"
12,countable_complement_finer_than_finite_complement,7294,LATEX VERSION: The countable complement topology is finer than the finite complement topology.,"Theorem countable_complement_finer_than_finite_complement : forall X:set, finer_than (countable_complement_topology X) (finite_complement_topology X). let X. prove finite_complement_topology X c= countable_complement_topology X. let U. assu"
12,indiscrete_coarser_than_countable_complement,7327,LATEX VERSION: The indiscrete topology is coarser than the countable complement topology.,"Theorem indiscrete_coarser_than_countable_complement : forall X:set, coarser_than (indiscrete_topology X) (countable_complement_topology X). let X. prove indiscrete_topology X c= countable_complement_topology X. let U. assume HU: U :e indis"
12,lemma_union_of_topology_family_open,7354,"LATEX VERSION: In any topology, the union of any subfamily of open sets is open.","Theorem lemma_union_of_topology_family_open : forall X T UFam:set, topology_on X T -> UFam :e Power T -> Union UFam :e T. let X T UFam. assume HT Hfam. exact (topology_union_axiom X T HT UFam Hfam). Qed. "
12,lemma_intersection_two_open,7364,"LATEX VERSION: In any topology, the intersection of two open sets is open (and hence any finite intersection).","Theorem lemma_intersection_two_open : forall X T U V:set, topology_on X T -> U :e T -> V :e T -> U :/\: V :e T. let X T U V. assume HT HU HV. exact (topology_binintersect_closed X T U V HT HU HV). Qed. "
12,ex13_2_compare_nine_topologies,15468,LATEX VERSION: Exercise 2 asks to compare the nine topologies in Example 1 of §12 by inclusion (finer/coarser).,Theorem ex13_2_compare_nine_topologies : topology_on abc_set top_abc_1 /\ topology_on abc_set top_abc_2 /\ topology_on abc_set top_abc_3 /\ topology_on abc_set top_abc_4 /\ topology_on abc_set top_abc_5 /\ topology_on abc_set top_abc_6 /\ t
12,ex13_3a_Tc_topology,15798,LATEX VERSION: Exercise 3: The countable-complement topology Tc on X is a topology.,"Theorem ex13_3a_Tc_topology : forall X:set, topology_on X (countable_complement_topology X). let X. exact (countable_complement_topology_on X). Qed. "
12,ex13_3a_countable_complement_open,15805,"LATEX VERSION: Exercise 3(a): in the countable-complement topology, any nonempty open set has countable complement.","Theorem ex13_3a_countable_complement_open : forall X:set, forall U :e countable_complement_topology X, U <> Empty -> countable (X :\: U). let X U. assume HU: U :e countable_complement_topology X. assume Hnemp: U <> Empty. prove countable (X"
12,ex13_3a_union_helper,15825,LATEX VERSION: Exercise 3(a): verify the topology axiom that unions of open sets are open for the countable-complement topology.,"Theorem ex13_3a_union_helper : forall X:set, forall UFam :e Power (countable_complement_topology X), Union UFam :e countable_complement_topology X. let X UFam. assume HUFam: UFam :e Power (countable_complement_topology X). prove Union UFam "
12,ex13_3b_Tinfty_not_topology,16001,"LATEX VERSION: Exercise 3: For infinite X, Tinfty is not a topology (union-closure fails).","Theorem ex13_3b_Tinfty_not_topology : forall X:set, infinite X -> ~topology_on X (infinite_complement_family X). let X. assume HinfX: infinite X. assume Htop: topology_on X (infinite_complement_family X). prove False. claim HUnionClosure: f"
13,lemma_topology_from_basis,7559,LATEX VERSION: The collection generated by a basis indeed satisfies the topology axioms.,"Theorem lemma_topology_from_basis : forall X B:set, basis_on X B -> topology_on X (generated_topology X B). let X B. assume HBasis. claim HBleft : B c= Power X /\ (forall x :e X, exists b :e B, x :e b). { exact (andEL (B c= Power X /\ (fora"
13,generated_topology_finer_weak,7771,NOTE: This does not require B to satisfy the basis axioms; it is a general “generated topology is minimal” direction.,"Theorem generated_topology_finer_weak : forall X B T:set, topology_on X T -> (forall b :e B, b :e T) -> finer_than T (generated_topology X B). let X B T. assume HT: topology_on X T. assume HBsub: forall b :e B, b :e T. prove finer_than T (g"
13,open_sets_as_unions_of_basis,7877,"LATEX VERSION: Lemma 13.1: For a basis B on X, every open set is a union of elements of B.","Theorem open_sets_as_unions_of_basis : forall X B:set, basis_on X B -> forall U:set, open_in X (generated_topology X B) U -> exists Fam :e Power B, Union Fam = U. let X B. assume HBasis. claim HBsub : B c= Power X. { exact (andEL (B c= Powe"
13,basis_generates_open_sets,7929,"LATEX VERSION: Conversely, any union of basis elements is open in the topology generated by the basis.","Theorem basis_generates_open_sets : forall X B:set, basis_on X B -> forall U:set, (exists Fam :e Power B, Union Fam = U) -> open_in X (generated_topology X B) U. let X B. assume HBasis. claim HBsub : B c= Power X. { exact (andEL (B c= Power"
13,open_as_union_of_basis_elements,7994,"LATEX VERSION: Corollary: For U open in topology generated by B, U equals the union of all basis elements contained in U.","Theorem open_as_union_of_basis_elements : forall X B:set, basis_on X B -> forall U:set, open_in X (generated_topology X B) U -> U = Union {b :e B|b c= U}. let X B. assume HBasis. let U. assume HUopen. claim HUtop : U :e generated_topology X"
13,basis_refines_topology,8032,"LATEX VERSION: Lemma 13.2: If every open set of topology T on X is locally contained in some element of C⊂T, then C is a basis and generates","Theorem basis_refines_topology : forall X T C:set, topology_on X T -> (forall c :e C, c :e T) -> (forall U :e T, forall x :e U, exists Cx :e C, x :e Cx /\ Cx c= U) -> basis_on X C /\ generated_topology X C = T. let X T C. assume Htop HCsub "
13,lemma13_2_basis_from_open_subcollection,8162,LATEX VERSION: Rephrasing Lemma 13.2: a subcollection C of opens that locally refines every open is a basis generating T.,"Theorem lemma13_2_basis_from_open_subcollection : forall X T C:set, topology_on X T -> (forall c :e C, c :e T) -> (forall U :e T, forall x :e U, exists c :e C, x :e c /\ c c= U) -> basis_on X C /\ generated_topology X C = T. let X T C. assu"
13,finer_via_basis,8173,"LATEX VERSION: Lemma 13.3 (⇒ direction): If every basis element of B around x contains a basis element of B′ at x, then the topology from B′","Theorem finer_via_basis : forall X B B':set, basis_on X B -> basis_on X B' -> (forall x :e X, forall b:set, b :e B -> x :e b -> exists b' :e B', x :e b' /\ b' c= b) -> finer_than (generated_topology X B') (generated_topology X B). let X B B"
13,generated_topology_finer,8264,"LATEX VERSION: If T is a topology on X containing every basis element of B, then T is finer than the topology generated by B.","Theorem generated_topology_finer : forall X B T:set, basis_on X B -> topology_on X T -> (forall b :e B, b :e T) -> finer_than T (generated_topology X B). let X B T. assume HBasis HT HBsub. claim HUnionClosed : forall Fam :e Power T, Union F"
13,topology_generated_by_basis_is_smallest,8326,LATEX VERSION: Restates the minimality property: the topology generated by B is contained in every topology on X that contains B.,"Theorem topology_generated_by_basis_is_smallest : forall X B T:set, basis_on X B -> topology_on X T -> (forall b :e B, b :e T) -> finer_than T (generated_topology X B). let X B T. assume HBasis HT HBsub. exact (generated_topology_finer X B "
13,union_of_basis_equals_open,8336,"LATEX VERSION: Lemma 13.1: If B is a basis for a topology on X, then that topology equals the collection of all unions of elements of B.","Theorem union_of_basis_equals_open : forall X B:set, basis_on X B -> generated_topology X B = {Union Fam | Fam :e Power B}. let X B. assume HBasis. apply set_ext. - let U. assume HU. claim HUopen : open_in X (generated_topology X B) U. { ex"
13,lemma_finer_if_basis_refines,14225,"LATEX VERSION: If B′ refines every open set of the topology generated by B, then T(B′) is finer than T(B).","Theorem lemma_finer_if_basis_refines : forall X B B':set, basis_on X B -> basis_refines X B' (generated_topology X B) -> finer_than (generated_topology X B') (generated_topology X B). let X B B'. assume HBasis Href. claim Hprop : forall U :"
13,finite_intersection_in_basis,14313,"LATEX VERSION: In the subbasis construction, each nonempty finite intersection of subbasis elements is a basis element.","Theorem finite_intersection_in_basis : forall X S F:set, F :e finite_subcollections S -> intersection_of_family X F <> Empty -> intersection_of_family X F :e basis_of_subbasis X S. let X S F. assume HF Hnon. prove intersection_of_family X F"
13,subbasis_elem_in_basis,14371,"LATEX VERSION: Each nonempty subbasis element is itself a nonempty finite intersection, hence a basis element.","Theorem subbasis_elem_in_basis : forall X S s:set, subbasis_on X S -> s :e S -> s <> Empty -> s :e basis_of_subbasis X S. let X S s. assume HSsub HsS HsNonempty. prove s :e basis_of_subbasis X S. claim HS: S c= Power X. { exact (andEL (S c="
13,X_in_basis_of_subbasis,14410,"LATEX VERSION: The empty intersection equals X; when X is nonempty, this yields X as a basis element in the subbasis construction.","Theorem X_in_basis_of_subbasis : forall X S:set, X <> Empty -> X :e basis_of_subbasis X S. let X S. assume HXnonempty. prove X :e basis_of_subbasis X S. set F := Empty. claim HFPower: F :e Power S. { exact (Empty_In_Power S). } claim HFinF:"
13,finite_intersection_in_topology,14481,"LATEX VERSION: In a topology, the intersection of any finite collection of open sets is open (interpreting empty intersection as X).","Theorem finite_intersection_in_topology : forall X T F:set, topology_on X T -> F :e Power T -> finite F -> intersection_of_family X F :e T. let X T F. assume HTtop: topology_on X T. assume HFpow: F :e Power T. assume HFin: finite F. prove i"
13,finite_intersections_basis_of_subbasis,14534,LATEX VERSION: The set of nonempty finite intersections of subbasis elements forms a basis.,"Theorem finite_intersections_basis_of_subbasis : forall X S:set, subbasis_on X S -> basis_on X (basis_of_subbasis X S). let X S. assume HS. prove basis_on X (basis_of_subbasis X S). prove basis_of_subbasis X S c= Power X /\ (forall x :e X, "
13,topology_from_subbasis_is_topology,14749,LATEX VERSION: The topology generated from a subbasis S on X satisfies the topology axioms.,"Theorem topology_from_subbasis_is_topology : forall X S:set, subbasis_on X S -> topology_on X (generated_topology_from_subbasis X S). let X S. assume HS. prove topology_on X (generated_topology_from_subbasis X S). claim HBasis: basis_on X ("
13,topology_generated_by_basis_is_minimal,14765,"LATEX VERSION: Among all topologies containing a subbasis S, the generated one is the smallest/finer-than criterion.","Theorem topology_generated_by_basis_is_minimal : forall X S T:set, subbasis_on X S -> topology_on X T -> S c= T -> finer_than T (generated_topology_from_subbasis X S). let X S T. assume HS HT HST. prove finer_than T (generated_topology_from"
